Sucursal;Trimestre Entrega;Capital Entregado ;Cantidad Cuotas;Importe Cuota;Interes Mensual;Zona Residencia;Edad;Nacionalidad;Informa Celular;Informa Tel Particular;Informa Email;Informa Tel Alternativo;Informa Nombre Jefe;Puesto Laboral;Ingreso Formal;Sexo;Target
Once;IV;15000;17;2344;0.1;Zona Oeste;31;ARGENTINA;SI;SI;SI;SI;SI;SALUD;19227;F;Deudor
Belgrano;III;10000;11;1956;0.1;Capital Federal;30;ARGENTINA;SI;NO ;SI;NO;SI;OPERARIO;10000;F;Cumplidor
Once;IV;15000;17;2344;0.1;Zona Sur;41;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;14761.2;F;Deudor
Once;IV;15000;17;2344;0.1;Capital Federal;65;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;16465;M;Cumplidor
Once;IV;10000;14;1689;0.1;Zona Sur;42;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;10289;F;Cumplidor
Once;IV;20000;18;3060;0.1;Capital Federal;59;ARGENTINA;NO;SI;NO;NO;SI;PORTERO;30090;M;Cumplidor
Once;IV;15000;14;2533;0.1;Zona Oeste;44;ARGENTINA;SI;SI;SI;SI;NO;SALUD;37718;F;Cumplidor
Alem;IV;8000;9;1928;0.13;Zona Oeste;44;ARGENTINA;SI;SI;SI;SI;NO;SALUD;37718;F;Cumplidor
Once;IV;23000;16;3679;0.1;Capital Federal;64;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;30000;M;Deudor
Once;IV;15000;17;2344;0.1;;49;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;18158.4;F;Cumplidor
Once;IV;23000;15;3775;0.1;Capital Federal;50;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;30134.7;F;Deudor
Once;IV;5000;11;978;0.1;Zona Sur;44;ARGENTINA;SI;NO ;SI;NO;SI;SALUD;14029;F;Deudor
Once;IV;14000;26;1903;0.1;Capital Federal;44;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;14753.8;M;Cumplidor
Once;IV;3000;3;1689;0.23;Capital Federal;44;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;14753.8;M;Cumplidor
Once;IV;12000;17;1875;0.1;Capital Federal;45;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;16827.6;F;Cumplidor
Once;IV;15000;14;2533;0.1;Capital Federal;37;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;19888;F;Cumplidor
Once;IV;20000;18;3802;0.13;Capital Federal;37;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;19888;F;Cumplidor
Once;IV;6000;9;1384;0.12;Capital Federal;53;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;17243.9;M;Cumplidor
Once;IV;7000;11;1369;0.1;Capital Federal;41;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;12584;M;Deudor
Once;IV;25000;20;3687;0.1;Capital Federal;45;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;43986;M;Cumplidor
Once;I;5000;1;5650;0.13;Capital Federal;64;ARGENTINA;NO;SI;NO;NO;SI;PORTERO;33015.2;M;Cumplidor
Once;III;10000;9;2395;0.13;Capital Federal;64;ARGENTINA;NO;SI;NO;NO;SI;PORTERO;33015.2;M;Cumplidor
Once;IV;3000;3;1483;0.16;Capital Federal;64;ARGENTINA;NO;SI;NO;NO;SI;PORTERO;33015.2;M;Cumplidor
Once;IV;10000;9;2306;0.12;Capital Federal;64;ARGENTINA;NO;SI;NO;NO;SI;PORTERO;33015.2;M;Cumplidor
Once;IV;20000;18;3060;0.1;Capital Federal;57;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;21025;F;Deudor
Once;IV;25000;26;3398;0.1;Capital Federal;41;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;24628;M;Deudor
Once;IV;20000;18;3060;0.1;Capital Federal;38;ARGENTINA;SI;NO ;SI;SI;SI;PORTERO;15541;M;Cumplidor
Once;IV;15000;17;2344;0.1;Capital Federal;57;ARGENTINA;SI;NO ;NO;SI;SI;PORTERO;24440;M;Cumplidor
Once;IV;25000;20;4596;0.13;Capital Federal;57;ARGENTINA;SI;NO ;NO;SI;SI;PORTERO;24440;M;Cumplidor
Once;IV;10000;18;1530;0.1;Zona Oeste;57;ARGENTINA;SI;NO ;NO;NO;NO;ADMINISTRACION;42929.1;M;Deudor
Once;IV;6000;3;3603;0.27;Zona Sur;48;ARGENTINA;SI;SI;NO;SI;SI;OPERARIO;35402;M;Cumplidor
Once;II;3200;3;1493;0.13;Capital Federal;57;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;19839.2;M;Deudor
;IV;10000;16;1600;0.1;Capital Federal;57;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;19839.2;M;Deudor
Once;IV;10000;9;2306;0.12;Capital Federal;57;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;19839.2;M;Deudor
Once;IV;10000;11;1956;0.1;Capital Federal;39;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;21612.4;M;Cumplidor
Once;IV;5000;6;1739;0.18;Capital Federal;39;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;21612.4;M;Cumplidor
Once;IV;5000;18;765;0.1;Capital Federal;52;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;10759;F;Deudor
;IV;5000;18;765;0.1;Capital Federal;52;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;10759;F;Deudor
;IV;15000;18;765;0;Capital Federal;52;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;10759;F;Deudor
Once;IV;5000;11;978;0.1;Capital Federal;42;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;15778;M;Cumplidor
;IV;15000;17;2344;0.1;Capital Federal;63;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;38041;M;Cumplidor
Alem;IV;15000;17;2344;0.1;Capital Federal;63;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;38041;M;Cumplidor
;IV;5000;9;1153;0.12;Capital Federal;27;ARGENTINA;SI;NO ;SI;NO;NO;PORTERO;14101;M;Cumplidor
Once;IV;5000;9;1153;0.12;Capital Federal;27;ARGENTINA;SI;NO ;SI;NO;NO;PORTERO;14101;M;Cumplidor
Once;II;3000;3;1427;0.14;Zona Oeste;57;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;36190.3;M;Cumplidor
Once;IV;3000;3;1689;0.23;Zona Oeste;57;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;36190.3;M;Cumplidor
Once;IV;10000;16;1600;0.1;Zona Oeste;57;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;36190.3;M;Cumplidor
Alem;IV;10000;11;1956;0.1;Zona Oeste;28;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;27175.3;F;Cumplidor
Once;IV;15000;18;2295;0.1;;52;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;19869;M;Cumplidor
Alem;IV;20000;18;3060;0.1;Capital Federal;62;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;23694;M;Cumplidor
Once;III;3000;3;1427;0.14;;50;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;10160.3;F;Cumplidor
Once;IV;3000;3;1427;0.14;;50;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;10160.3;F;Cumplidor
Once;IV;10000;18;1530;0.1;;50;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;10160.3;F;Cumplidor
Once;I;15000;17;2344;0.1;Zona Norte;49;ARGENTINA;SI;SI;NO;NO;SI;OPERARIO;20500;M;Cumplidor
Once;I;5000;18;765;0.1;Capital Federal;;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;11351;F;Cumplidor
Once;I;20000;18;3060;0.1;Capital Federal;;ARGENTINA;SI;NO ;NO;SI;SI;PORTERO;25745;M;Cumplidor
;IV;20000;18;3060;0.1;Capital Federal;52;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;18228;F;Cumplidor
Once;I;15000;15;2462;0.1;Capital Federal;40;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;14269.4;F;Deudor
Once;I;10000;14;1689;0.1;Capital Federal;46;ARGENTINA;SI;SI;NO;SI;SI;COMERCIO;19764;M;Deudor
Once;I;10000;14;1689;0.1;Capital Federal;51;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;15949.3;M;Cumplidor
Once;I;10000;14;1689;0.1;Capital Federal;45;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;10000;F;Cumplidor
Once;I;10000;14;1689;0.1;Zona Oeste;63;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;19537;M;Cumplidor
Once;I;15000;17;2344;0.1;Capital Federal;59;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;21417;M;Deudor
Once;IV;6000;9;1384;0.12;Zona Oeste;26;ARGENTINA;SI;NO ;SI;NO;NO;ADMINISTRACION;19149;F;Cumplidor
Once;III;20000;11;4415;0.13;Zona Oeste;26;ARGENTINA;SI;NO ;SI;NO;NO;ADMINISTRACION;19149;F;Cumplidor
Alem;IV;10000;14;1689;0.1;Capital Federal;41;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;19070;M;Deudor
Once;I;20000;18;3060;0.1;Zona Sur;28;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;24057;F;Cumplidor
Alem;I;25000;23;3524;0.1;Zona Sur;58;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;35920;M;Cumplidor
Once;I;15000;17;2344;0.1;Capital Federal;26;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;20097;M;Deudor
;III;9407;6;2422;0.09;Zona Sur;23;ARGENTINA;SI;NO ;NO;NO;NO;;;F;Cumplidor
Once;I;15000;17;2344;0.1;Capital Federal;31;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;21038.3;M;Deudor
Once;I;17000;9;3920;0.12;Capital Federal;37;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;15905.1;M;Cumplidor
Once;IV;10000;9;2718;0.16;Capital Federal;37;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;15905.1;M;Cumplidor
Once;I;10000;11;1956;0.1;Capital Federal;41;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;17523;F;Cumplidor
Once;I;10000;14;1689;0.1;Zona Sur;44;ARGENTINA;SI;SI;NO;NO;NO;LIMPIEZA Y SEGURIDAD;15135;M;Cumplidor
Once;I;25000;23;3524;0.1;Capital Federal;33;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;28786;F;Deudor
Once;I;12000;17;1875;0.1;Capital Federal;28;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;19219;M;Cumplidor
Once;I;12000;11;2348;0.1;Capital Federal;;ARGENTINA;SI;SI;SI;SI;NO;PORTERO;13601;M;Cumplidor
Once;III;3000;6;983;0.16;Capital Federal;;ARGENTINA;SI;SI;SI;SI;NO;PORTERO;13601;M;Cumplidor
Once;I;10000;14;1689;0.1;Capital Federal;;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;24900;F;Cumplidor
Once;III;3000;3;1427;0.14;Capital Federal;;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;24900;F;Cumplidor
Once;I;7000;9;1614;0.12;Zona Sur;43;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;17756;F;Deudor
Once;I;10000;14;1689;0.1;Capital Federal;;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;17172;M;Cumplidor
Once;I;10000;11;1956;0.1;Capital Federal;;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;18091;M;Cumplidor
Once;I;12000;14;2027;0.1;Zona Sur;;ARGENTINA;SI;NO ;SI;NO;SI;OPERARIO;20912;M;Cumplidor
Once;I;12000;14;2027;0.1;Zona Sur;;ARGENTINA;SI;NO ;SI;NO;SI;OPERARIO;20912;M;Cumplidor
Once;II;2000;3;978;0.16;Zona Sur;;ARGENTINA;SI;NO ;SI;NO;SI;OPERARIO;20912;M;Cumplidor
Once;IV;2500;3;1218;0.15;Zona Sur;;ARGENTINA;SI;NO ;SI;NO;SI;OPERARIO;20912;M;Cumplidor
Once;I;20000;18;3060;0.1;Capital Federal;;ARGENTINA;SI;NO ;NO;NO;NO;ADMINISTRACION;25249;M;Deudor
Once;I;15000;17;2344;0.1;Capital Federal;22;ARGENTINA;SI;NO ;NO;NO;NO;OPERARIO;16694;M;Deudor
;I;15000;17;2344;0.1;Capital Federal;22;ARGENTINA;SI;NO ;NO;NO;NO;OPERARIO;16694;M;Deudor
Alem;I;20000;26;2719;0.1;Capital Federal;;ARGENTINA;NO;SI;NO;NO;SI;OPERARIO;30000;M;Deudor
Alem;I;5000;11;1153;0.14;Zona Sur;;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;15009;M;Cumplidor
Once;II;3000;3;1427;0.14;Zona Sur;;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;15009;M;Cumplidor
Once;I;15000;17;2344;0.1;Zona Oeste;38;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;15159;F;Deudor
Once;I;10000;16;1600;0.1;Capital Federal;;ARGENTINA;SI;SI;NO;NO;NO;ADMINISTRACION;10882;F;Deudor
Once;I;15000;17;2344;0.1;Zona Norte;;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;26986;F;Deudor
Once;I;5000;9;1153;0.12;Zona Sur;;ARGENTINA;SI;NO ;SI;NO;SI;OPERARIO;14832;M;Cumplidor
Once;III;3000;3;1483;0.16;Zona Sur;;ARGENTINA;SI;NO ;SI;NO;SI;OPERARIO;14832;M;Cumplidor
Once;I;10000;14;1689;0.1;Zona Oeste;;ARGENTINA;SI;SI;SI;NO;SI;COMERCIO;17245.2;M;Cumplidor
Once;I;20000;18;3060;0.1;Capital Federal;;ARGENTINA;SI;SI;SI;NO;NO;ADMINISTRACION;14924.7;F;Deudor
;I;20000;18;3060;0.1;Capital Federal;;ARGENTINA;SI;SI;SI;NO;NO;ADMINISTRACION;14924.7;F;Deudor
Once;I;10000;14;1689;0.1;Capital Federal;;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;17162;F;Cumplidor
Once;II;15000;17;2344;0.1;Capital Federal;;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;17162;F;Cumplidor
Once;III;3000;3;1427;0.14;Capital Federal;;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;17162;F;Cumplidor
Once;I;25000;11;4891;0.1;Capital Federal;39;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;27272;F;Deudor
Once;I;5000;11;978;0.1;Capital Federal;61;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;15167;M;Cumplidor
Once;III;8000;14;1610;0.13;Capital Federal;61;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;15167;M;Cumplidor
;I;10000;14;1689;0.1;Capital Federal;;ARGENTINA;SI;SI;SI;NO;SI;OPERARIO;19617;M;Cumplidor
Once;I;10000;14;1689;0.1;Capital Federal;;ARGENTINA;SI;SI;SI;NO;SI;OPERARIO;19617;M;Cumplidor
Once;I;10000;14;1689;0.1;Capital Federal;38;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;13047;F;Cumplidor
Once;I;25000;24;3478;0.1;Capital Federal;50;ARGENTINA;SI;SI;NO;NO;SI;SALUD;44525.1;F;Cumplidor
Once;I;5000;9;1153;0.12;Zona Sur;35;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;18340;F;Cumplidor
Once;II;3000;3;1427;0.14;Zona Sur;35;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;18340;F;Cumplidor
Once;I;10000;16;1600;0.1;Capital Federal;47;ARGENTINA;SI;NO ;NO;SI;SI;COMERCIO;14340;M;Cumplidor
Once;I;15000;18;2295;0.1;Capital Federal;46;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;19494;M;Deudor
Once;I;10000;14;1689;0.1;Capital Federal;;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;42900;M;Cumplidor
Once;I;8000;11;1565;0.1;Capital Federal;;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;10090;F;Cumplidor
Once;I;15000;14;2533;0.1;Capital Federal;50;ARGENTINA;SI;NO ;NO;SI;SI;PORTERO;17752;M;Cumplidor
Once;III;3000;3;1427;0.14;Capital Federal;50;ARGENTINA;SI;NO ;NO;SI;SI;PORTERO;17752;M;Cumplidor
Once;I;25000;17;3907;0.1;Zona Sur;;ARGENTINA;SI;NO ;NO;NO;SI;OPERARIO;24561;M;Deudor
Once;I;14000;18;2142;0.1;Capital Federal;44;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;17194.4;M;Deudor
Once;I;10000;14;1689;0.1;Zona Oeste;24;ARGENTINA;SI;NO ;NO;NO;SI;OPERARIO;18859;M;Cumplidor
Once;I;15000;14;2533;0.1;Capital Federal;43;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;16926.3;M;Cumplidor
Once;I;15000;17;2344;0.1;Capital Federal;50;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;13425;F;Deudor
Once;I;10000;24;1391;0.1;Capital Federal;57;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;27704;M;Deudor
Once;I;5000;9;1153;0.12;Capital Federal;;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;18000;F;Deudor
Once;I;8000;11;1565;0.1;Capital Federal;58;ARGENTINA;SI;NO ;NO;NO;NO;ADMINISTRACION;19000;M;Deudor
Once;I;15000;15;2462;0.1;Capital Federal;54;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;13630.3;F;Cumplidor
Once;I;25000;16;3999;0.1;Capital Federal;53;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;25243.8;M;Cumplidor
Once;I;10000;14;1689;0.1;Capital Federal;23;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;13546.9;F;Cumplidor
Once;I;10000;16;1600;0.1;Capital Federal;52;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;16000;M;Cumplidor
Once;II;15000;17;2344;0.1;Capital Federal;49;ARGENTINA;SI;NO ;SI;NO;SI;SALUD;26054.7;M;Cumplidor
Once;I;15000;24;2087;0.1;Capital Federal;;ARGENTINA;SI;SI;NO;SI;SI;OPERARIO;21248.8;M;Deudor
Once;II;3000;3;1427;0.14;Capital Federal;;ARGENTINA;SI;SI;NO;SI;SI;OPERARIO;21248.8;M;Deudor
Once;I;25000;15;4103;0.1;Capital Federal;;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;40000;M;Cumplidor
Once;II;20000;11;3913;0.1;Capital Federal;38;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;29617.5;M;Cumplidor
Alem;I;5000;9;1153;0.12;Capital Federal;32;ARGENTINA;SI;SI;NO;NO;SI;OPERARIO;12889;M;Cumplidor
Once;II;20000;26;2719;0.1;Capital Federal;53;ARGENTINA;SI;SI;NO;SI;NO;ADMINISTRACION;35369.6;F;Cumplidor
Once;II;10000;11;1956;0.1;;43;ARGENTINA;SI;NO ;SI;NO;NO;ADMINISTRACION;17518;M;Cumplidor
Once;IV;15000;18;2851;0.13;;43;ARGENTINA;SI;NO ;SI;NO;NO;ADMINISTRACION;17518;M;Cumplidor
Alem;I;10000;14;1689;0.1;Capital Federal;35;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;15119;F;Cumplidor
Once;II;18000;15;2954;0.1;Capital Federal;44;ARGENTINA;SI;NO ;NO;SI;NO;PORTERO;14354;M;Deudor
Once;III;2000;3;978;0.16;Capital Federal;44;ARGENTINA;SI;NO ;NO;SI;NO;PORTERO;14354;M;Deudor
Once;II;10000;16;1600;0.1;;43;ARGENTINA;SI;NO ;NO;NO;NO;LIMPIEZA Y SEGURIDAD;14800.3;M;Cumplidor
Once;II;15000;17;2344;0.1;;53;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;23432.4;M;Deudor
Once;II;10000;11;1956;0.1;Zona Oeste;31;ARGENTINA;SI;NO ;NO;NO;SI;SALUD;21813;F;Cumplidor
Once;II;15000;11;2935;0.1;Zona Sur;33;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;17448;F;Cumplidor
Once;II;10000;11;1956;0.1;Capital Federal;59;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;34797;M;Cumplidor
Once;II;8000;15;1313;0.1;Zona Sur;45;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;14222.5;M;Cumplidor
Belgrano;II;10000;14;1689;0.1;Capital Federal;45;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;17500;M;Cumplidor
Once;II;25000;18;3826;0.1;Zona Norte;40;ARGENTINA;SI;NO ;NO;NO;NO;ADMINISTRACION;24504;F;Deudor
Once;II;5000;9;1153;0.12;Zona Oeste;56;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;9357;M;Deudor
Once;II;10000;14;1689;0.1;Capital Federal;36;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;12328;M;Cumplidor
Once;II;10000;14;1689;0.1;Zona Sur;33;ARGENTINA;SI;SI;SI;NO;NO;COMERCIO;28724.2;M;Deudor
Once;II;12000;15;1970;0.1;Zona Norte;60;ARGENTINA;SI;SI;NO;NO;NO;ADMINISTRACION;19991;F;Deudor
Once;II;5000;11;978;0.1;Capital Federal;28;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;15144;M;Cumplidor
Once;II;20000;21;2902;0.1;Capital Federal;31;ARGENTINA;SI;NO ;SI;NO;SI;SALUD;21000;F;Cumplidor
Once;II;15000;14;2533;0.1;Capital Federal;56;ARGENTINA;SI;SI;NO;NO;NO;SALUD;14618;F;Deudor
Once;II;15000;14;2533;0.1;Capital Federal;49;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;14884;M;Cumplidor
Once;II;5000;9;1153;0.12;Zona Sur;57;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;12898;F;Deudor
Once;II;10000;14;1689;0.1;Capital Federal;37;ARGENTINA;SI;SI;SI;NO;NO;ADMINISTRACION;20534;F;Cumplidor
Once;II;25000;14;4222;0.1;Capital Federal;31;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;17400;F;Deudor
Once;II;5000;9;1153;0.12;Capital Federal;61;ARGENTINA;SI;SI;SI;NO;SI;SALUD;15955;F;Cumplidor
Belgrano;III;3000;3;1427;0.14;Capital Federal;61;ARGENTINA;SI;SI;SI;NO;SI;SALUD;15955;F;Cumplidor
Once;IV;6000;9;1623;0.16;Capital Federal;61;ARGENTINA;SI;SI;SI;NO;SI;SALUD;15955;F;Cumplidor
Once;II;10000;14;1689;0.1;Capital Federal;37;ARGENTINA;SI;SI;SI;SI;SI;LIMPIEZA Y SEGURIDAD;12529;F;Deudor
Once;II;3000;3;1427;0.14;Capital Federal;37;ARGENTINA;SI;SI;SI;SI;SI;LIMPIEZA Y SEGURIDAD;12529;F;Deudor
Once;II;10000;18;1530;0.1;Zona Sur;30;ARGENTINA;SI;NO ;SI;SI;SI;LIMPIEZA Y SEGURIDAD;16101.6;M;Deudor
Once;II;10000;18;1530;0.1;Capital Federal;60;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;20683.1;F;Cumplidor
Once;II;15000;11;2935;0.1;;53;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;26802;F;Cumplidor
Once;II;10000;18;1530;0.1;Capital Federal;32;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;12726;M;Deudor
Once;II;15000;17;2344;0.1;Capital Federal;49;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;17547;M;Deudor
Once;II;10000;18;1530;0.1;Capital Federal;52;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;17000;F;Cumplidor
Once;II;2000;3;978;0.16;Capital Federal;52;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;17000;F;Cumplidor
Once;II;10000;11;1956;0.1;Capital Federal;62;ARGENTINA;SI;NO ;NO;NO;NO;PORTERO;31639.6;M;Deudor
Once;III;5000;6;1638;0.16;Capital Federal;62;ARGENTINA;SI;NO ;NO;NO;NO;PORTERO;31639.6;M;Deudor
Once;II;10000;11;1956;0.1;Capital Federal;59;ARGENTINA;SI;SI;NO;NO;NO;PORTERO;32838;M;Deudor
Once;III;3000;3;1427;0.14;Capital Federal;59;ARGENTINA;SI;SI;NO;NO;NO;PORTERO;32838;M;Deudor
Once;II;12000;15;2156;0.11;Capital Federal;45;ARGENTINA;SI;SI;NO;NO;NO;PORTERO;21604;M;Deudor
Once;II;10000;15;1797;0.11;Capital Federal;56;ARGENTINA;SI;SI;NO;NO;NO;PORTERO;180436;F;Cumplidor
Once;II;15000;9;3593;0.13;Capital Federal;27;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;28290;F;Cumplidor
Once;II;10000;11;1956;0.1;Capital Federal;33;ARGENTINA;SI;NO ;NO;NO;SI;SALUD;15000;M;Deudor
Once;II;20000;15;3593;0.11;Capital Federal;46;ARGENTINA;SI;NO ;NO;NO;NO;ADMINISTRACION;39403.4;M;Cumplidor
Once;II;15000;15;2695;0.11;Capital Federal;29;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;26638;F;Cumplidor
Once;II;10000;15;1797;0.11;Capital Federal;61;ARGENTINA;SI;SI;NO;NO;NO;PORTERO;26278.8;M;Cumplidor
Once;II;15000;15;2695;0.11;Capital Federal;;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;14782;F;Deudor
Once;II;15000;15;2695;0.11;;;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;29461;M;Cumplidor
Once;III;8000;15;1437;0.11;Zona Sur;31;ARGENTINA;SI;NO ;NO;NO;SI;OPERARIO;14517;M;Deudor
Once;III;15000;15;2695;0.11;Capital Federal;28;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;23067;M;Deudor
Once;III;12000;15;2156;0.11;Capital Federal;64;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;22073;M;Cumplidor
Once;IV;3000;3;1483;0.16;Capital Federal;64;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;22073;M;Cumplidor
Alem;IV;5000;6;1689;0.17;Capital Federal;64;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;22073;M;Cumplidor
Once;III;15000;15;2695;0.11;Capital Federal;44;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;25694.5;F;Cumplidor
Once;III;25000;9;5988;0.13;Capital Federal;43;ARGENTINA;SI;NO ;NO;NO;SI;SALUD;22494;F;Deudor
;III;25000;9;5988;0.13;Capital Federal;43;ARGENTINA;SI;NO ;NO;NO;SI;SALUD;22494;F;Deudor
Once;I;25000;3;15388;0.28;Capital Federal;62;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;50000;M;Cumplidor
Once;III;10000;9;2395;0.13;Capital Federal;33;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;29883.6;M;Cumplidor
Once;III;10000;6;2682;0.1;Capital Federal;38;ARGENTINA;SI;NO ;NO;NO;NO;PORTERO;21173.1;M;Cumplidor
